[dotenv@17.2.3] injecting env (10) from .env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
🔌 Frontend WebSocket server running on ws://localhost:5000
🚀 Marome Backend running on port 5000
📊 Correlation Matrix API: http://localhost:5000/api/correlation-matrix?period=30
🧪 EODHD Test: http://localhost:5000/api/test-eodhd-gold
💬 Marome Chat AI: http://localhost:5000/api/chat
📡 Initializing EODHD WebSockets...
📡 Connecting to EODHD WebSocket...
📡 Connecting to EODHD Forex WebSocket...
📡 Connecting to EODHD Crypto WebSocket...
✅ EODHD Forex WebSocket connected
💱 Subscribed to: 8 forex pairs + 3 metals
✅ EODHD WebSocket connected
📊 Subscribed to: 3 indices + 12 major US stocks
✅ Crypto WebSocket connected
₿ CRYPTO DOGE-USD: 0.09237806 (-3.79%)
₿ CRYPTO ADA-USD: 0.26251251 (-2.67%)
₿ CRYPTO SOL-USD: 83.6545 (-3.51%)
₿ CRYPTO BTC-USD: 68225.6805 (-2.70%)
💱 FOREX GBPZAR: 21.8144 (+0.21%)
₿ CRYPTO LTC-USD: 53.1817 (-2.23%)
₿ CRYPTO BNB-USD: 615.745 (-3.18%)
₿ CRYPTO XRP-USD: 1.3996 (-2.54%)
₿ CRYPTO AVAX-USD: 8.7501 (-3.29%)
₿ CRYPTO DOGE-USD: 0.09236986 (-3.80%)
₿ CRYPTO ETH-USD: 2005.0614 (-4.68%)
₿ CRYPTO BNB-USD: 615.7634 (-3.17%)
₿ CRYPTO ADA-USD: 0.26251876 (-2.67%)
₿ CRYPTO BTC-USD: 68227.6277 (-2.70%)
₿ CRYPTO AVAX-USD: 8.7507 (-3.29%)
₿ CRYPTO LTC-USD: 53.1809 (-2.24%)
₿ CRYPTO XRP-USD: 1.3996 (-2.54%)
₿ CRYPTO ETH-USD: 2005.102 (-4.68%)
₿ CRYPTO SOL-USD: 83.656 (-3.51%)
₿ CRYPTO DOGE-USD: 0.09237618 (-3.80%)
₿ CRYPTO ADA-USD: 0.26253438 (-2.66%)
₿ CRYPTO BTC-USD: 68227.0514 (-2.70%)
₿ CRYPTO LTC-USD: 53.1804 (-2.24%)
₿ CRYPTO BNB-USD: 615.7804 (-3.17%)
₿ CRYPTO XRP-USD: 1.3995 (-2.55%)
₿ CRYPTO ETH-USD: 2005.0452 (-4.68%)
₿ CRYPTO AVAX-USD: 8.7506 (-3.29%)
₿ CRYPTO SOL-USD: 83.6568 (-3.51%)
₿ CRYPTO DOGE-USD: 0.09237559 (-3.80%)
₿ CRYPTO ADA-USD: 0.26252969 (-2.66%)
₿ CRYPTO BTC-USD: 68226.4382 (-2.70%)
₿ CRYPTO BNB-USD: 615.764 (-3.17%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
🥇 COMMODITY XAGUSD: 81.86 (+0.03%)
💱 FOREX GBPUSD: 1.3677 (-0.04%)
💱 FOREX AUDUSD: 0.7076 (-0.23%)
💱 FOREX EURZAR: 18.9997 (+0.50%)
💱 FOREX USDCHF: 0.7636 (-0.35%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX GBPZAR: 21.8137 (+0.21%)
💱 FOREX USDCHF: 0.7636 (-0.34%)
💱 FOREX USDJPY: 154.3794 (-1.12%)
💱 FOREX USDZAR: 15.9520 (+0.32%)
₿ CRYPTO SOL-USD: 83.6546 (-3.51%)
₿ CRYPTO DOGE-USD: 0.09237405 (-3.80%)
₿ CRYPTO ADA-USD: 0.26252734 (-2.66%)
₿ CRYPTO ETH-USD: 2005.0313 (-4.68%)
₿ CRYPTO BTC-USD: 68225.9566 (-2.70%)
₿ CRYPTO AVAX-USD: 8.7509 (-3.28%)
₿ CRYPTO LTC-USD: 53.1802 (-2.24%)
₿ CRYPTO BNB-USD: 615.7545 (-3.18%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO SOL-USD: 83.6498 (-3.52%)
₿ CRYPTO ETH-USD: 2004.9407 (-4.69%)
₿ CRYPTO BTC-USD: 68225.495 (-2.70%)
₿ CRYPTO ADA-USD: 0.26251367 (-2.67%)
₿ CRYPTO DOGE-USD: 0.09237327 (-3.80%)
₿ CRYPTO AVAX-USD: 8.7511 (-3.28%)
₿ CRYPTO BNB-USD: 615.751 (-3.18%)
₿ CRYPTO LTC-USD: 53.1839 (-2.23%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO SOL-USD: 83.6549 (-3.51%)
₿ CRYPTO ETH-USD: 2004.9466 (-4.69%)
₿ CRYPTO ADA-USD: 0.26251934 (-2.67%)
₿ CRYPTO DOGE-USD: 0.09237039 (-3.80%)
₿ CRYPTO BTC-USD: 68226.2975 (-2.70%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO BNB-USD: 615.748 (-3.18%)
₿ CRYPTO AVAX-USD: 8.7509 (-3.28%)
💱 FOREX USDJPY: 154.3877 (-1.12%)
₿ CRYPTO ADA-USD: 0.26252217 (-2.66%)
₿ CRYPTO DOGE-USD: 0.09237103 (-3.80%)
₿ CRYPTO ETH-USD: 2004.8245 (-4.69%)
₿ CRYPTO BTC-USD: 68223.5114 (-2.71%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
🥇 COMMODITY XAUUSD: 5034.90 (+0.05%)
₿ CRYPTO LTC-USD: 53.1819 (-2.23%)
₿ CRYPTO BNB-USD: 615.7465 (-3.18%)
₿ CRYPTO AVAX-USD: 8.7508 (-3.29%)
₿ CRYPTO ADA-USD: 0.26251108 (-2.67%)
₿ CRYPTO SOL-USD: 83.6512 (-3.52%)
₿ CRYPTO DOGE-USD: 0.09236301 (-3.81%)
₿ CRYPTO ETH-USD: 2004.7635 (-4.70%)
₿ CRYPTO BTC-USD: 68220.5183 (-2.71%)
₿ CRYPTO BNB-USD: 615.747 (-3.18%)
₿ CRYPTO AVAX-USD: 8.7508 (-3.29%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO LTC-USD: 53.1822 (-2.23%)
💱 FOREX GBPZAR: 21.8134 (+0.21%)
₿ CRYPTO SOL-USD: 83.6473 (-3.52%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX GBPUSD: 1.3677 (-0.04%)
💱 FOREX AUDUSD: 0.7076 (-0.22%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
₿ CRYPTO ADA-USD: 0.26250554 (-2.67%)
₿ CRYPTO DOGE-USD: 0.09236526 (-3.81%)
₿ CRYPTO BTC-USD: 68220.6092 (-2.71%)
₿ CRYPTO BNB-USD: 615.7472 (-3.18%)
₿ CRYPTO AVAX-USD: 8.7508 (-3.29%)
₿ CRYPTO ETH-USD: 2004.7905 (-4.70%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
💱 FOREX USDZAR: 15.9524 (+0.32%)
💱 FOREX GBPUSD: 1.3677 (-0.04%)
₿ CRYPTO ADA-USD: 0.26250277 (-2.67%)
₿ CRYPTO LTC-USD: 53.1811 (-2.24%)
₿ CRYPTO BNB-USD: 615.7474 (-3.18%)
₿ CRYPTO BTC-USD: 68219.0672 (-2.71%)
₿ CRYPTO DOGE-USD: 0.09236846 (-3.80%)
₿ CRYPTO SOL-USD: 83.6499 (-3.52%)
₿ CRYPTO ETH-USD: 2004.8165 (-4.69%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO AVAX-USD: 8.7503 (-3.29%)
₿ CRYPTO ADA-USD: 0.26250139 (-2.67%)
₿ CRYPTO BNB-USD: 615.7474 (-3.18%)
₿ CRYPTO BTC-USD: 68219.8835 (-2.71%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX AUDUSD: 0.7076 (-0.22%)
💱 FOREX GBPZAR: 21.8129 (+0.21%)
💱 FOREX USDZAR: 15.9501 (+0.32%)
₿ CRYPTO SOL-USD: 83.6512 (-3.52%)
₿ CRYPTO ETH-USD: 2004.7945 (-4.70%)
₿ CRYPTO DOGE-USD: 0.09236798 (-3.80%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
🥇 COMMODITY XAGUSD: 81.86 (+0.04%)
💱 FOREX AUDUSD: 0.7076 (-0.22%)
💱 FOREX EURZAR: 18.9994 (+0.50%)
🥇 COMMODITY XPTUSD: 2103.01 (-0.21%)
💱 FOREX USDJPY: 154.3916 (-1.11%)
🥇 COMMODITY XAUUSD: 5035.02 (+0.06%)
💱 FOREX GBPZAR: 21.8130 (+0.21%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO AVAX-USD: 8.7505 (-3.29%)
₿ CRYPTO LTC-USD: 53.1806 (-2.24%)
₿ CRYPTO BNB-USD: 615.7462 (-3.18%)
₿ CRYPTO BTC-USD: 68218.7043 (-2.71%)
₿ CRYPTO ADA-USD: 0.26250069 (-2.67%)
₿ CRYPTO ETH-USD: 2004.7835 (-4.70%)
₿ CRYPTO SOL-USD: 83.6518 (-3.52%)
₿ CRYPTO AVAX-USD: 8.7498 (-3.30%)
₿ CRYPTO BNB-USD: 615.7719 (-3.17%)
₿ CRYPTO BTC-USD: 68221.5395 (-2.71%)
₿ CRYPTO DOGE-USD: 0.09237399 (-3.80%)
₿ CRYPTO ADA-USD: 0.26251285 (-2.67%)
₿ CRYPTO XRP-USD: 1.3996 (-2.54%)
₿ CRYPTO LTC-USD: 53.1828 (-2.23%)
₿ CRYPTO AVAX-USD: 8.7506 (-3.29%)
₿ CRYPTO SOL-USD: 83.6534 (-3.52%)
₿ CRYPTO ETH-USD: 2004.9455 (-4.69%)
₿ CRYPTO BNB-USD: 615.7584 (-3.18%)
₿ CRYPTO BTC-USD: 68226.282 (-2.70%)
₿ CRYPTO DOGE-USD: 0.09237574 (-3.80%)
₿ CRYPTO ADA-USD: 0.26251892 (-2.67%)
₿ CRYPTO XRP-USD: 1.3997 (-2.54%)
₿ CRYPTO SOL-USD: 83.6617 (-3.51%)
₿ CRYPTO ETH-USD: 2004.9794 (-4.69%)
₿ CRYPTO AVAX-USD: 8.7512 (-3.28%)
₿ CRYPTO BTC-USD: 68229.7408 (-2.70%)
₿ CRYPTO LTC-USD: 53.1814 (-2.24%)
₿ CRYPTO BNB-USD: 615.7859 (-3.17%)
₿ CRYPTO DOGE-USD: 0.09237662 (-3.80%)
₿ CRYPTO AVAX-USD: 8.7501 (-3.29%)
₿ CRYPTO XRP-USD: 1.3997 (-2.54%)
₿ CRYPTO SOL-USD: 83.6596 (-3.51%)
💱 FOREX AUDUSD: 0.7076 (-0.22%)
₿ CRYPTO ADA-USD: 0.26252196 (-2.66%)
₿ CRYPTO XRP-USD: 1.3997 (-2.54%)
₿ CRYPTO ETH-USD: 2005.072 (-4.68%)
₿ CRYPTO LTC-USD: 53.1845 (-2.23%)
₿ CRYPTO BNB-USD: 615.7784 (-3.17%)
₿ CRYPTO BTC-USD: 68234.1327 (-2.69%)
₿ CRYPTO DOGE-USD: 0.09237706 (-3.79%)
₿ CRYPTO AVAX-USD: 8.7509 (-3.28%)
₿ CRYPTO SOL-USD: 83.6719 (-3.49%)
₿ CRYPTO ADA-USD: 0.26252774 (-2.66%)
₿ CRYPTO XRP-USD: 1.3997 (-2.54%)
₿ CRYPTO ETH-USD: 2005.0922 (-4.68%)
₿ CRYPTO BTC-USD: 68233.9288 (-2.69%)
₿ CRYPTO DOGE-USD: 0.09237853 (-3.79%)
₿ CRYPTO LTC-USD: 53.1872 (-2.22%)
₿ CRYPTO AVAX-USD: 8.7513 (-3.28%)
₿ CRYPTO BNB-USD: 615.7879 (-3.17%)
₿ CRYPTO SOL-USD: 83.6772 (-3.49%)
₿ CRYPTO ADA-USD: 0.26252637 (-2.66%)
₿ CRYPTO ETH-USD: 2005.0111 (-4.69%)
₿ CRYPTO BTC-USD: 68233.6228 (-2.69%)
₿ CRYPTO XRP-USD: 1.3999 (-2.52%)
₿ CRYPTO SOL-USD: 83.6786 (-3.49%)
₿ CRYPTO AVAX-USD: 8.7502 (-3.29%)
₿ CRYPTO BNB-USD: 615.7927 (-3.17%)
₿ CRYPTO DOGE-USD: 0.09237802 (-3.79%)
₿ CRYPTO ADA-USD: 0.26252569 (-2.66%)
₿ CRYPTO LTC-USD: 53.1836 (-2.23%)
₿ CRYPTO BTC-USD: 68233.6989 (-2.69%)
₿ CRYPTO ETH-USD: 2004.9706 (-4.69%)
₿ CRYPTO AVAX-USD: 8.7496 (-3.30%)
₿ CRYPTO XRP-USD: 1.3999 (-2.52%)
₿ CRYPTO SOL-USD: 83.6793 (-3.49%)
₿ CRYPTO BNB-USD: 615.7951 (-3.17%)
₿ CRYPTO DOGE-USD: 0.09237776 (-3.79%)
💱 FOREX USDJPY: 154.3866 (-1.12%)
₿ CRYPTO LTC-USD: 53.1818 (-2.23%)
₿ CRYPTO ETH-USD: 2005.0128 (-4.69%)
₿ CRYPTO ADA-USD: 0.26252534 (-2.66%)
₿ CRYPTO BNB-USD: 615.7717 (-3.17%)
₿ CRYPTO AVAX-USD: 8.7503 (-3.29%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO DOGE-USD: 0.09237513 (-3.80%)
₿ CRYPTO LTC-USD: 53.1809 (-2.24%)
₿ CRYPTO BTC-USD: 68230.6371 (-2.70%)
₿ CRYPTO SOL-USD: 83.6784 (-3.49%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX AUDUSD: 0.7076 (-0.22%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX GBPUSD: 1.3677 (-0.04%)
💱 FOREX GBPZAR: 21.8126 (+0.21%)
💱 FOREX USDZAR: 15.9489 (+0.32%)
₿ CRYPTO ADA-USD: 0.26252517 (-2.66%)
₿ CRYPTO AVAX-USD: 8.7504 (-3.29%)
₿ CRYPTO ETH-USD: 2004.8002 (-4.70%)
🥇 COMMODITY XAGUSD: 81.86 (+0.03%)
💱 FOREX EURZAR: 18.9993 (+0.50%)
💱 FOREX GBPUSD: 1.3677 (-0.04%)
🥇 COMMODITY XAUUSD: 5035.06 (+0.06%)
₿ CRYPTO BNB-USD: 615.7596 (-3.18%)
₿ CRYPTO DOGE-USD: 0.09236382 (-3.81%)
₿ CRYPTO LTC-USD: 53.1817 (-2.23%)
₿ CRYPTO BTC-USD: 68218.9817 (-2.71%)
₿ CRYPTO SOL-USD: 83.6755 (-3.49%)
₿ CRYPTO ADA-USD: 0.26250009 (-2.67%)
₿ CRYPTO XRP-USD: 1.3996 (-2.54%)
₿ CRYPTO ETH-USD: 2004.5513 (-4.71%)
₿ CRYPTO BNB-USD: 615.7161 (-3.18%)
₿ CRYPTO DOGE-USD: 0.09235066 (-3.82%)
₿ CRYPTO BTC-USD: 68207.7665 (-2.73%)
₿ CRYPTO LTC-USD: 53.1834 (-2.23%)
₿ CRYPTO AVAX-USD: 8.7502 (-3.29%)
₿ CRYPTO SOL-USD: 83.6615 (-3.51%)
₿ CRYPTO ADA-USD: 0.26249171 (-2.68%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO ETH-USD: 2004.3494 (-4.72%)
₿ CRYPTO DOGE-USD: 0.09235033 (-3.82%)
₿ CRYPTO BNB-USD: 615.7305 (-3.18%)
₿ CRYPTO LTC-USD: 53.1867 (-2.23%)
₿ CRYPTO BTC-USD: 68201.0669 (-2.74%)
₿ CRYPTO SOL-USD: 83.6524 (-3.52%)
₿ CRYPTO AVAX-USD: 8.75 (-3.29%)
₿ CRYPTO ETH-USD: 2004.1714 (-4.73%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
₿ CRYPTO ADA-USD: 0.26248336 (-2.68%)
₿ CRYPTO DOGE-USD: 0.09234391 (-3.83%)
₿ CRYPTO BNB-USD: 615.689 (-3.19%)
₿ CRYPTO LTC-USD: 53.1858 (-2.23%)
₿ CRYPTO BTC-USD: 68196.5212 (-2.74%)
₿ CRYPTO AVAX-USD: 8.7499 (-3.29%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
₿ CRYPTO ADA-USD: 0.26246553 (-2.69%)
₿ CRYPTO BNB-USD: 615.6615 (-3.19%)
₿ CRYPTO ETH-USD: 2004.1654 (-4.73%)
₿ CRYPTO SOL-USD: 83.6461 (-3.52%)
₿ CRYPTO LTC-USD: 53.1842 (-2.23%)
₿ CRYPTO DOGE-USD: 0.09234321 (-3.83%)
₿ CRYPTO BTC-USD: 68198.6047 (-2.74%)
₿ CRYPTO AVAX-USD: 8.7503 (-3.29%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO SOL-USD: 83.6472 (-3.52%)
₿ CRYPTO BNB-USD: 615.6545 (-3.19%)
₿ CRYPTO ADA-USD: 0.2624661 (-2.69%)
₿ CRYPTO BTC-USD: 68197.7399 (-2.74%)
₿ CRYPTO LTC-USD: 53.1838 (-2.23%)
₿ CRYPTO ETH-USD: 2004.1539 (-4.73%)
₿ CRYPTO DOGE-USD: 0.09234285 (-3.83%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
₿ CRYPTO AVAX-USD: 8.75 (-3.29%)
₿ CRYPTO BNB-USD: 615.6998 (-3.18%)
₿ CRYPTO ADA-USD: 0.26248305 (-2.68%)
₿ CRYPTO SOL-USD: 83.6474 (-3.52%)
₿ CRYPTO BTC-USD: 68197.3075 (-2.74%)
₿ CRYPTO DOGE-USD: 0.09234643 (-3.83%)
₿ CRYPTO ETH-USD: 2004.1482 (-4.73%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
₿ CRYPTO BNB-USD: 615.6736 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7499 (-3.29%)
₿ CRYPTO ADA-USD: 0.26247902 (-2.68%)
₿ CRYPTO LTC-USD: 53.1844 (-2.23%)
₿ CRYPTO BTC-USD: 68196.9662 (-2.74%)
₿ CRYPTO SOL-USD: 83.6437 (-3.53%)
₿ CRYPTO DOGE-USD: 0.09234196 (-3.83%)
₿ CRYPTO ETH-USD: 2004.1229 (-4.73%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
₿ CRYPTO BNB-USD: 615.636 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7495 (-3.30%)
₿ CRYPTO LTC-USD: 53.1822 (-2.23%)
₿ CRYPTO ADA-USD: 0.26247701 (-2.68%)
💱 FOREX GBPZAR: 21.8124 (+0.21%)
💱 FOREX AUDUSD: 0.7076 (-0.22%)
💱 FOREX GBPZAR: 21.8129 (+0.21%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX USDZAR: 15.9511 (+0.32%)
💱 FOREX USDJPY: 154.3901 (-1.12%)
💱 FOREX GBPUSD: 1.3677 (-0.04%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX AUDUSD: 0.7076 (-0.22%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX USDZAR: 15.9494 (+0.32%)
🥇 COMMODITY XPTUSD: 2103.08 (-0.21%)
₿ CRYPTO DOGE-USD: 0.09233973 (-3.83%)
₿ CRYPTO BTC-USD: 68196.7956 (-2.74%)
₿ CRYPTO SOL-USD: 83.6406 (-3.53%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO ETH-USD: 2004.1564 (-4.73%)
₿ CRYPTO BNB-USD: 615.6645 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7493 (-3.30%)
₿ CRYPTO ADA-USD: 0.26246351 (-2.69%)
₿ CRYPTO SOL-USD: 83.6415 (-3.53%)
₿ CRYPTO BTC-USD: 68196.7103 (-2.74%)
₿ CRYPTO DOGE-USD: 0.09233862 (-3.84%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO ETH-USD: 2004.127 (-4.73%)
₿ CRYPTO BNB-USD: 615.6787 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7495 (-3.30%)
₿ CRYPTO LTC-USD: 53.1811 (-2.24%)
₿ CRYPTO DOGE-USD: 0.09233806 (-3.84%)
₿ CRYPTO SOL-USD: 83.642 (-3.53%)
₿ CRYPTO BTC-USD: 68196.0427 (-2.74%)
₿ CRYPTO ADA-USD: 0.26246925 (-2.68%)
₿ CRYPTO ETH-USD: 2004.1585 (-4.73%)
₿ CRYPTO BNB-USD: 615.6859 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7493 (-3.30%)
₿ CRYPTO DOGE-USD: 0.09234403 (-3.83%)
₿ CRYPTO LTC-USD: 53.1855 (-2.23%)
₿ CRYPTO SOL-USD: 83.6423 (-3.53%)
🥇 COMMODITY XAGUSD: 81.86 (+0.03%)
💱 FOREX EURZAR: 18.9995 (+0.50%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
₿ CRYPTO BTC-USD: 68193.5215 (-2.75%)
₿ CRYPTO ETH-USD: 2004.0509 (-4.73%)
₿ CRYPTO ADA-USD: 0.26245963 (-2.69%)
₿ CRYPTO SOL-USD: 83.6411 (-3.53%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
🥇 COMMODITY XAUUSD: 5035.06 (+0.06%)
₿ CRYPTO BNB-USD: 615.6894 (-3.19%)
₿ CRYPTO DOGE-USD: 0.09234701 (-3.83%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO ADA-USD: 0.26245481 (-2.69%)
₿ CRYPTO ETH-USD: 2004.0742 (-4.73%)
₿ CRYPTO AVAX-USD: 8.7495 (-3.30%)
₿ CRYPTO BTC-USD: 68195.2973 (-2.75%)
₿ CRYPTO BNB-USD: 615.6253 (-3.20%)
₿ CRYPTO ETH-USD: 2004.0644 (-4.73%)
₿ CRYPTO ADA-USD: 0.26245664 (-2.69%)
₿ CRYPTO DOGE-USD: 0.09234851 (-3.82%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
₿ CRYPTO SOL-USD: 83.6456 (-3.52%)
₿ CRYPTO AVAX-USD: 8.7493 (-3.30%)
₿ CRYPTO LTC-USD: 53.1846 (-2.23%)
₿ CRYPTO BNB-USD: 615.6234 (-3.20%)
₿ CRYPTO BTC-USD: 68193.8862 (-2.75%)
₿ CRYPTO DOGE-USD: 0.09234592 (-3.83%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO ADA-USD: 0.26246999 (-2.68%)
₿ CRYPTO SOL-USD: 83.644 (-3.53%)
₿ CRYPTO ETH-USD: 2004.081 (-4.73%)
₿ CRYPTO BNB-USD: 615.6582 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7494 (-3.30%)
₿ CRYPTO BTC-USD: 68193.8931 (-2.75%)
₿ CRYPTO LTC-USD: 53.1861 (-2.23%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX EURZAR: 18.9991 (+0.50%)
💱 FOREX GBPUSD: 1.3677 (-0.04%)
💱 FOREX AUDUSD: 0.7076 (-0.22%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX GBPZAR: 21.8126 (+0.21%)
💱 FOREX AUDUSD: 0.7077 (-0.22%)
💱 FOREX USDZAR: 15.9520 (+0.32%)
₿ CRYPTO SOL-USD: 83.6445 (-3.53%)
₿ CRYPTO ETH-USD: 2004.1542 (-4.73%)
₿ CRYPTO BNB-USD: 615.6518 (-3.19%)
₿ CRYPTO ADA-USD: 0.26247249 (-2.68%)
₿ CRYPTO BTC-USD: 68195.534 (-2.75%)
₿ CRYPTO DOGE-USD: 0.09234546 (-3.83%)
₿ CRYPTO LTC-USD: 53.1868 (-2.23%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO SOL-USD: 83.646 (-3.52%)
₿ CRYPTO AVAX-USD: 8.7499 (-3.29%)
₿ CRYPTO ETH-USD: 2004.2659 (-4.72%)
₿ CRYPTO BTC-USD: 68200.4542 (-2.74%)
₿ CRYPTO ADA-USD: 0.26247375 (-2.68%)
₿ CRYPTO DOGE-USD: 0.09235148 (-3.82%)
₿ CRYPTO LTC-USD: 53.1867 (-2.23%)
₿ CRYPTO BNB-USD: 615.6581 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7502 (-3.29%)
₿ CRYPTO SOL-USD: 83.6493 (-3.52%)
₿ CRYPTO ETH-USD: 2004.3467 (-4.72%)
₿ CRYPTO BTC-USD: 68203.9186 (-2.73%)
₿ CRYPTO ADA-USD: 0.26249937 (-2.67%)
₿ CRYPTO DOGE-USD: 0.09235199 (-3.82%)
₿ CRYPTO BNB-USD: 615.6612 (-3.19%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO LTC-USD: 53.1875 (-2.22%)
₿ CRYPTO SOL-USD: 83.6459 (-3.52%)
₿ CRYPTO AVAX-USD: 8.7505 (-3.29%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX GBPUSD: 1.3677 (-0.04%)
💱 FOREX USDZAR: 15.9497 (+0.32%)
💱 FOREX AUDUSD: 0.7077 (-0.22%)
💱 FOREX GBPZAR: 21.8121 (+0.21%)
₿ CRYPTO ETH-USD: 2004.3521 (-4.72%)
₿ CRYPTO DOGE-USD: 0.09235099 (-3.82%)
₿ CRYPTO ADA-USD: 0.26251219 (-2.67%)
₿ CRYPTO BTC-USD: 68206.2467 (-2.73%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO AVAX-USD: 8.7504 (-3.29%)
₿ CRYPTO ETH-USD: 2004.3173 (-4.72%)
₿ CRYPTO SOL-USD: 83.6442 (-3.53%)
₿ CRYPTO BNB-USD: 615.6663 (-3.19%)
₿ CRYPTO LTC-USD: 53.1875 (-2.22%)
₿ CRYPTO ADA-USD: 0.26249776 (-2.67%)
₿ CRYPTO DOGE-USD: 0.09234925 (-3.82%)
₿ CRYPTO BTC-USD: 68205.2859 (-2.73%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO AVAX-USD: 8.7503 (-3.29%)
₿ CRYPTO SOL-USD: 83.6433 (-3.53%)
₿ CRYPTO ETH-USD: 2004.2999 (-4.72%)
₿ CRYPTO BNB-USD: 615.6797 (-3.19%)
₿ CRYPTO BTC-USD: 68203.943 (-2.73%)
₿ CRYPTO DOGE-USD: 0.09234837 (-3.82%)
₿ CRYPTO LTC-USD: 53.1875 (-2.22%)
₿ CRYPTO ETH-USD: 2004.2949 (-4.72%)
₿ CRYPTO SOL-USD: 83.6433 (-3.53%)
₿ CRYPTO BNB-USD: 615.6756 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7501 (-3.29%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
₿ CRYPTO BTC-USD: 68205.8647 (-2.73%)
₿ CRYPTO ADA-USD: 0.26249476 (-2.67%)
₿ CRYPTO BNB-USD: 615.6268 (-3.20%)
₿ CRYPTO LTC-USD: 53.1875 (-2.22%)
₿ CRYPTO DOGE-USD: 0.09234835 (-3.82%)
₿ CRYPTO ETH-USD: 2004.3481 (-4.72%)
₿ CRYPTO SOL-USD: 83.6417 (-3.53%)
₿ CRYPTO XRP-USD: 1.3993 (-2.56%)
💱 FOREX EURZAR: 18.9986 (+0.50%)
₿ CRYPTO ADA-USD: 0.26249738 (-2.67%)
₿ CRYPTO BTC-USD: 68205.0949 (-2.73%)
₿ CRYPTO LTC-USD: 53.1879 (-2.22%)
₿ CRYPTO BNB-USD: 615.6492 (-3.19%)
₿ CRYPTO DOGE-USD: 0.09235418 (-3.82%)
₿ CRYPTO AVAX-USD: 8.7502 (-3.29%)
₿ CRYPTO ETH-USD: 2004.3603 (-4.72%)
₿ CRYPTO SOL-USD: 83.6421 (-3.53%)
₿ CRYPTO XRP-USD: 1.3994 (-2.56%)
